Text,Topics,Source
 (iii)why it is necessary to search more premises than those specified under sub-paragraph (i); and,"['0.200*""necessary"" + 0.200*""premises"" + 0.200*""search"" + 0.200*""specified"" + 0.200*""iii""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (iv)why it is not reasonably practicable to specify all the premises which it is desired to enter and search.”,"['0.125*""reasonably"" + 0.125*""specify"" + 0.125*""desired"" + 0.125*""practicable"" + 0.125*""enter""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (8)For subsection (6)(a)(iv) substitute—,"['0.500*""iv"" + 0.500*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(iv)each set of premises to be searched, or (in the case of an all premises warrant) the person who is in occupation or control of premises to be searched, together with any premises under his occupation or control which can be specified and which are to be searched; and”.","['0.172*""premises"" + 0.138*""searched"" + 0.103*""occupation"" + 0.103*""control"" + 0.069*""set""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (9)In section 16 (execution of warrants)—,"['0.333*""execution"" + 0.333*""section"" + 0.333*""warrants""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(3A)If the warrant is an all premises warrant, no premises which are not specified in it may be entered or searched unless a police officer of at least the rank of inspector has in writing authorised them to be entered.”,","['0.100*""premises"" + 0.100*""warrant"" + 0.067*""may"" + 0.067*""unless"" + 0.067*""entered""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (10)Schedule 1 (special procedure) is amended as follows.,"['0.200*""amended"" + 0.200*""follows"" + 0.200*""schedule"" + 0.200*""procedure"" + 0.200*""special""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (11)In each of paragraphs 2(a)(ii) and 3(a), at the end add “ , or on premises occupied or controlled by a person specified in the application (including all such premises on which there are reasonable grounds for believing that there is such material as it is reasonably practicable so to specify); ”.","['0.081*""premises"" + 0.054*""end"" + 0.054*""specify"" + 0.054*""add"" + 0.054*""believing""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (12)In paragraph 3(b), for “the premises” substitute “ such premises ”.","['0.333*""premises"" + 0.222*""paragraph"" + 0.222*""substitute"" + 0.222*""b""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (13)In paragraph 12—,"['1.000*""paragraph""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (14)After paragraph 12 insert—,"['1.000*""paragraph""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 “12AThe judge may not issue an all premises warrant unless he is satisfied—,"['0.167*""issue"" + 0.167*""warrant"" + 0.167*""judge"" + 0.167*""premises"" + 0.167*""unless""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (15)In paragraph 14(a), omit “to which the application relates”.","['0.250*""omit"" + 0.250*""paragraph"" + 0.250*""relates"" + 0.250*""application""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI74S. 113 in force at 1.1.2006 by S.I. 2005/3495, art. 2(1)(n)114Search warrants: other amendmentsE+W(1)PACE is amended as follows.","['0.125*""commencement"" + 0.125*""n"" + 0.125*""follows"" + 0.125*""pace"" + 0.125*""warrants""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (2)In section 8 (power to authorise entry and search of premises), after the subsection (1B) inserted by section 113(4) of this Act insert—","['0.158*""section"" + 0.105*""entry"" + 0.105*""authorise"" + 0.105*""search"" + 0.105*""power""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(1C)The warrant may authorise entry to and search of premises on more than one occasion if, on the application, the justice of the peace is satisfied that it is necessary to authorise multiple entries in order to achieve the purpose for which he issues the warrant.","['0.075*""authorise"" + 0.075*""warrant"" + 0.050*""order"" + 0.050*""search"" + 0.050*""occasion""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (1D)If it authorises multiple entries, the number of entries authorised may be unlimited, or limited to a maximum.”","['0.158*""entries"" + 0.105*""limited"" + 0.105*""multiple"" + 0.105*""maximum"" + 0.105*""number""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)Section 15 (search warrants—safeguards) is amended as provided in subsections (4) to (7).,"['0.200*""amended"" + 0.200*""provided"" + 0.200*""search"" + 0.200*""subsections"" + 0.200*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)In subsection (2)(a)—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(iii)if the application is for a warrant authorising entry and search on more than one occasion, the ground on which he applies for such a warrant, and whether he seeks a warrant authorising an unlimited number of entries, or (if not) the maximum number of entries desired;”.","['0.103*""warrant"" + 0.077*""number"" + 0.077*""authorising"" + 0.077*""entries"" + 0.051*""iii""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (5)In subsection (5), at the end add “ unless it specifies that it authorises multiple entries ”.","['0.125*""multiple"" + 0.125*""entries"" + 0.125*""add"" + 0.125*""unless"" + 0.125*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6)After subsection (5) insert—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(5A)If it specifies that it authorises multiple entries, it must also specify whether the number of entries authorised is unlimited, or limited to a specified maximum.”","['0.103*""entries"" + 0.069*""specified"" + 0.069*""multiple"" + 0.069*""number"" + 0.069*""unlimited""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (7)For subsection (7) substitute—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 “(7)Two copies shall be made of a specific premises warrant (see section 8(1A)(a) above) which specifies only one set of premises and does not authorise multiple entries; and as many copies as are reasonably required may be made of any other kind of warrant.”,"['0.068*""made"" + 0.068*""warrant"" + 0.068*""copies"" + 0.068*""premises"" + 0.045*""two""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (8)In section 16 (execution of warrants)—,"['0.333*""execution"" + 0.333*""warrants"" + 0.333*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(3B)No premises may be entered or searched for the second or any subsequent time under a warrant which authorises multiple entries unless a police officer of at least the rank of inspector has in writing authorised that entry to those premises.”,","['0.050*""multiple"" + 0.050*""least"" + 0.050*""unless"" + 0.050*""writing"" + 0.050*""authorises""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 “(10)A warrant shall be returned to the appropriate person mentioned in subsection (10A) below—,"['0.143*""warrant"" + 0.143*""person"" + 0.143*""mentioned"" + 0.143*""subsection"" + 0.143*""returned""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (10A)The appropriate person is—,"['0.500*""person"" + 0.500*""appropriate""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (9)In Schedule 1 (special procedure), in paragraph 17, for “a Circuit judge” substitute “ a judge of the High Court, a Circuit judge, a Recorder ”.","['0.174*""judge"" + 0.130*""circuit"" + 0.087*""court"" + 0.087*""schedule"" + 0.087*""substitute""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI75S. 114(1)-(8) in force at 1.1.2006 by S.I. 2005/3495, art. 2(1)(n)FireworksE+W115Power to stop and search for prohibited fireworksE+W(1)Section 1 of PACE (powers of constables to stop and search) is amended as follows.","['0.107*""search"" + 0.107*""stop"" + 0.071*""powers"" + 0.071*""amended"" + 0.071*""commencement""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (2)In subsection (2), for “or any article to which subsection (8A) below applies” substitute “ , any article to which subsection (8A) below applies or any firework to which subsection (8B) below applies ”.","['0.312*""subsection"" + 0.250*""applies"" + 0.187*""article"" + 0.125*""substitute"" + 0.125*""firework""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)In subsection (3), for “or any article to which subsection (8A) below applies” substitute “ , any article to which subsection (8A) below applies or any firework to which subsection (8B) below applies ”.","['0.312*""subsection"" + 0.250*""applies"" + 0.188*""article"" + 0.125*""firework"" + 0.125*""substitute""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (4)In subsection (6), for “or an article to which subsection (8A) below applies” substitute “ , an article to which subsection (8A) below applies or a firework to which subsection (8B) below applies ”.","['0.312*""subsection"" + 0.250*""applies"" + 0.188*""article"" + 0.125*""firework"" + 0.125*""substitute""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)After subsection (8A) insert—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 “(8B)This subsection applies to any firework which a person possesses in contravention of a prohibition imposed by fireworks regulations.,"['0.100*""fireworks"" + 0.100*""subsection"" + 0.100*""possesses"" + 0.100*""prohibition"" + 0.100*""contravention""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (8C)In this section—,[],Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI76S. 115 in force at 1.7.2005 by S.I. 2005/1521, art. 3(1)(f)Photographing of suspects etc.E+W116Photographing of suspects etc.E+W(1)Section 64A of PACE (photographing of suspects etc.) is amended as follows.","['0.160*""suspects"" + 0.120*""photographing"" + 0.080*""commencement"" + 0.080*""etc"" + 0.080*""force""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)After subsection (1) insert—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(1A)A person falling within subsection (1B) below may, on the occasion of the relevant event referred to in subsection (1B), be photographed elsewhere than at a police station—","['0.120*""subsection"" + 0.080*""falling"" + 0.080*""may"" + 0.080*""event"" + 0.080*""police""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (1B)A person falls within this subsection if he has been—,"['0.250*""falls"" + 0.250*""subsection"" + 0.250*""person"" + 0.250*""within""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)In subsection (4)(a), after “prosecution” insert “ or to the enforcement of a sentence ”.","['0.200*""sentence"" + 0.200*""enforcement"" + 0.200*""insert"" + 0.200*""prosecution"" + 0.200*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (4)In subsection (5), after paragraph (b) insert “; and","['0.250*""b"" + 0.250*""subsection"" + 0.250*""paragraph"" + 0.250*""insert""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)After subsection (6) insert—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “(6A)In this section, a “photograph” includes a moving image, and corresponding expressions shall be construed accordingly.”","['0.100*""image"" + 0.100*""corresponding"" + 0.100*""expressions"" + 0.100*""includes"" + 0.100*""shall""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI77S. 116(1)(3)-(5) in force at 1.8.2005 by S.I. 2005/2026, art. 2(c)I78S. 116(2) in force at 1.1.2006 by S.I. 2005/3495, art. 2(1)(o)Fingerprints and footwear impressionsE+W117FingerprintsE+W(1)Section 61 of PACE (fingerprinting) is amended as provided in subsections (2) to (4).","['0.115*""force"" + 0.115*""art"" + 0.077*""subsections"" + 0.077*""footwear"" + 0.077*""c""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)After subsection (6) insert—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 “(6A)A constable may take a person's fingerprints without the appropriate consent if—,"['0.125*""fingerprints"" + 0.125*""appropriate"" + 0.125*""take"" + 0.125*""person"" + 0.125*""without""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6B)The conditions are that—,"['1.000*""conditions""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6C)The taking of fingerprints by virtue of subsection (6A) does not count for any of the purposes of this Act as taking them in the course of the investigation of an offence by the police.”,"['0.130*""taking"" + 0.087*""police"" + 0.087*""investigation"" + 0.087*""course"" + 0.087*""offence""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)In subsection (7), for “or (6)” substitute “ , (6) or (6A) ”.","['0.500*""substitute"" + 0.500*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)In subsection (7A)—,"['1.000*""subsection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
